show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,year_added
s4470,TV Show,fateextra last encore,not available,atsushi abe sakura tange kana ueda hiroshi kamiya noriko shitaya kohsuke toriumi urara takano ai nonaka kunihiko yasui takahiro mizushima,japan,10/30/2018,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows",hakuno kishinami finds himself in the midst of a holy grail war with no memories of how he got there through his confusion he must fight to survive,2,2018
s4471,Movie,dragon tiger gate,wilson yip,donnie yen nicholas tse shawn yue dong jie li xiaoran yuen wah chen kuan tai xing yu vincent sze tommy yuen,hong kong china,10/27/2018,2006,TV-14,94 min,"Action & Adventure, International Movies",dragon and his fellow students at dragon tiger gate martial arts school team up to battle the ferocious villain shibumi,94,2018
s4472,Movie,been so long,tinge krishnan,michaela coel arinz kene george mackay ashley thomas joe dempsie ronke adekoluejo luke norris mya lewis,unknown,10/26/2018,2018,TV-MA,100 min,"Dramas, International Movies, Music & Musicals",a single mother in londons camden town hears music when she meets a handsome stranger with a past but shes not sure shes ready to open her heart,100,2018
s4473,Movie,dovlatov,aleksey german,milan maric danila kozlovsky helena sujecka artur beschastny anton shagin svetlana khodchenkova elena lyadova piotr gasowski eva gerr hanna sleszynska,russia poland serbia,10/26/2018,2018,PG-13,126 min,"Dramas, International Movies",over six days in 1971 brilliant writer sergei dovlatov encounters maddening barriers to publishing his work under the repressive soviet regime,126,2018
s4474,Movie,jefe,sergio barrejn,luis callejo juana acosta carlo dursi josean bengoetxea brbara santacruz maica barroso adam jezierski sergio quintana,spain portugal,10/26/2018,2018,TV-MA,90 min,"Comedies, Dramas, International Movies",a rude selfcentered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption,90,2018
s4475,Movie,santo cachn,not available,not available,colombia,10/26/2018,2018,TV-14,87 min,"Comedies, International Movies, Romantic Movies",a man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy,87,2018
s4476,Movie,shirkers,sandi tan,not available,united states united kingdom,10/26/2018,2018,TV-14,97 min,Documentaries,in 1992 sandi tan and her friends shot a quirky film on the streets of singapore then the footage disappeared sending her on a hunt for answers,97,2018
s4477,TV Show,terrorism close calls,not available,not available,united states czech republic,10/26/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time,1,2018
s4478,Movie,wo ram,vijay yelakanti,lakshmi manchu aadarsh balakrishna priyadarshi pullikonda samrat reddy shrikanth iyyangar shrusti dange,india,10/26/2018,2018,TV-MA,115 min,"Dramas, International Movies, Thrillers",frustrated with the stalled investigation into her husbands murder a woman searches for the killer on her own putting herself in grave danger,115,2018
s4479,TV Show,dreamworks spooky stories,not available,antonio banderas hugh laurie mike myers reese witherspoon seth rogen kristen schaal dean edwards,united states,10/25/2018,2009,TV-PG,1 Season,"Kids' TV, TV Comedies",shrek dares his friends to bring on the scary with ghost stories told in a haunted castle later ginormica and the monsters face alien pumpkins,1,2018
s4480,TV Show,great news,not available,briga heelan andrea martin adam campbell john michael higgins horatio sanz nicole richie,united states,10/25/2018,2017,TV-14,2 Seasons,TV Comedies,a tv news producers ambitions take an awkward turn when her mother rejoins the workforce and snags a job as the stations newest intern,2,2018
s4481,Movie,ronnie coleman the king,vlad yudin,ronnie coleman,united states,10/25/2018,2018,TV-MA,93 min,Documentaries,today legendary bodybuilder ronnie colemans body bears the scars of becoming the best in the world here he shares what it took to reach his goals,93,2018
s4482,Movie,baahubali the beginning english version,ss rajamouli,prabhas rana daggubati anushka shetty tamannaah bhatia sathyaraj nassar ramya krishnan sudeep,unknown,10/24/2018,2015,TV-14,138 min,"Action & Adventure, Dramas, International Movies",villagers in the kingdom of mahismati rescue a baby who is destined to embark on a heroic quest in this english version of ss rajamoulis epic,138,2018
s4483,Movie,adam sandler 100 fresh,steve brill,adam sandler,united states,10/23/2018,2018,TV-MA,74 min,Stand-Up Comedy,from heroes to ice cream ladies  adam sandlers comedy special hits you with new songs and jokes in an unexpected groundbreaking way,74,2018
s4484,TV Show,here to heart,not available,janine chunning chang hans zhang,china,10/23/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",wen nuan signs on to work as the executive assistant to ex zhan nanxian at his tech firm helping him at work just may lead her back into his heart,1,2018
s4485,Movie,scorpion king 5 book of souls,don michael paul,zach mcgowan pearl thusi nathan jones peter mensah katy louise saunders mayling ng howard charles inge beckmann,united states,10/23/2018,2018,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy",the scorpion king joins forces with a nubian princess in an allornothing fight to stop a warlord from claiming the souls of the vanquished,102,2018
s4486,TV Show,the hollywood masters,not available,not available,united states,10/23/2018,2017,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,top hollywood stars and directors open up about their dreams struggles and lifelong obsessions in interviews filmed in front of a live audience,3,2018
s4487,Movie,how to get over a breakup,joanna lombardi bruno ascenzo,gisela ponce de len karina jordn jely retegui andrs salas christopher von uckermann carlos carln,peru,10/20/2018,2018,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",a heartbroken ad copywriter living in lima peru is inspired to write a blog about life as a single woman and is surprised by her websites success,104,2018
s4488,TV Show,accidentally in love,not available,junchen guo yi ning sun yi qin zhao mu xuan cheng li ma mo zhou,china,10/19/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",rejecting the demands of her wealthy family a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school,1,2018
s4489,TV Show,ask the doctor,not available,shalin naik renee lim sandro demaio,australia,10/19/2018,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",from allergies to diet to sleep three friendly doctors share expert advice bust medical myths and test the latest treatments,1,2018
s4490,TV Show,bestworstweekendever,not available,sam ashe arnold cole sand brianna reed brittany garms alison becker larry bates tiffany espensen rachel gage matt battaglia affion crockett,united states,10/19/2018,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",teenage friends plan an epic trip to comiccon to meet their idol only to get caught in one hilariously awkward predicament after another,1,2018
s4491,Movie,club de cuervos presents i potro,marcos bucay,joaqun ferreira marcela lvarez benjamn alfonso emilia claudeville mauricio llera sol gaschetto martn seefeld martn rocco gonzalo vizn,mexico argentina,10/19/2018,2018,TV-MA,51 min,Movies,former club de cuervos player potro returns home to argentina to crash the wedding of his famous soccerstar brother and confront his estranged family,51,2018
s4492,Movie,derren brown sacrifice,not available,derren brown,unknown,10/19/2018,2018,TV-MA,50 min,Movies,illusionist derren brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger,50,2018
s4493,Movie,gnome alone,peter lepeniotis,becky g josh peck tara strong olivia holt david koechner jeff dunham patrick stump nash grier madison de la garza george lopez,united kingdom canada united states cayman islands,10/19/2018,2018,PG,86 min,"Children & Family Movies, Comedies",after moving into a new house with her mom high schooler chloe discovers a troupe of talking garden gnomes who need her help saving the world,86,2018
s4494,Movie,illang the wolf brigade,kim jeewoon,gang dongwon han hyojoo jung woosung kim muyeol han yeri choi minho shin eunsoo kim beoprae lee dongha jung wonjoong choi jinho,south korea,10/19/2018,2018,TV-MA,140 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",in 2029 the elite police squad illang combats a terrorist group opposing reunification of the two koreas but another enemy may be lurking nearby,140,2018
s4495,TV Show,making a murderer,not available,not available,united states,10/19/2018,2018,TV-14,2 Seasons,"Crime TV Shows, Docuseries",filmed over 10 years this reallife thriller follows a dna exoneree who while exposing police corruption becomes a suspect in a grisly new crime,2,2018
s4496,TV Show,marvels daredevil,not available,charlie cox deborah ann woll elden henson rosario dawson vincent donofrio jon bernthal elodie yung scott glenn stephen rider vondie curtishall ayelet zurer toby leonard moore bob gunton,united states,10/19/2018,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure",blinded as a young boy matt murdock fights injustice by day as a lawyer and by night as the super hero daredevil in hells kitchen new york city,3,2018
s4497,Movie,naa bangaaru talli,rajesh touchriver,siddique anjali patil lakshmi menon nina kurup rathna shekar reddy anoop aravindan,india,10/19/2018,2013,TV-14,122 min,"Dramas, International Movies",a father leading a dark double life and his daughter whos eager to pursue her studies in hyderabad face the tragic consequences of sex trafficking,122,2018
s4498,Movie,oddbods party monsters,not available,nadia ramlee chio suping jeremy linn marlon dancehooi,unknown,10/19/2018,2018,TV-Y,23 min,Movies,dressed up as detective sherlock holmes slick must crack the case when a magician turns jeffs spookycostume party guests into their scary alter egos,23,2018
s4499,TV Show,project s the series,not available,wiwattanawarang oabnithi mahayotaruk thiti lerkcharoempoj papangkorn imanothai kawin sakuljaroensuk apinya oat pasakorn sanrattana leeratanakajorn thanapob skye nateeton wongrawee supapunpinyo teeradon chansangavej chayanit ketprapakorn narikun pibunsonggram kritsanapoom santinatornkul chanon,thailand,10/19/2018,2017,TV-MA,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",sports and friendship intertwine in tales of a volleyball team an autistic badminton player a skateboarder with depression and an archeryclub crush,4,2018
s4500,Movie,s storm,david lam,louis koo julian cheung vic chou ada choi bowie lam dada chan janelle sing lo hoipang,hong kong china,10/19/2018,2016,TV-MA,95 min,"Action & Adventure, International Movies",anticorruption investigator william luk must join forces with detective lau pokeung to bring down a crime syndicate involved in sports betting,95,2018
s4501,Movie,the night comes for us,timo tjahjanto,joe taslim iko uwais asha kenyeri bermudez sunny pang salvita decorte abimana aryasatya zack lee dimas anggara julie estelle dian sastrowardoyo,indonesia united states,10/19/2018,2018,TV-MA,121 min,"Action & Adventure, International Movies",after sparing a girls life during a massacre an elite triad assassin is targeted by an onslaught of murderous gangsters,121,2018
s4502,TV Show,wanderlust,not available,toni collette steven mackintosh zawe ashton joe hurst emma darcy celeste dring william ash royce pierreson jeremy swift anastasia hille isis hainsworth sophie okonedo,united kingdom,10/19/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",unable to revive their fading sex life after many years of marriage a therapist and her husband decide to start dating other people,1,2018
s4503,Movie,mr chandramouli,thiru,karthik gautam karthik regina cassandra varalakshmi sarathkumar santhosh prathap mime gopi j mahendran viji chandrasekhar,india,10/18/2018,2018,TV-MA,131 min,"Dramas, International Movies, Thrillers",when the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman a search for answers turns to revenge,131,2018
s4504,TV Show,my babysitters a vampire,not available,matthew knight vanessa morgan atticus mitchell cameron kennedy kate todd ari cohen,canada,10/17/2018,2012,TV-PG,2 Seasons,"Kids' TV, TV Comedies",ethan benny and fledgling vampire sarah battle zombies demons and the other supernatural beasties that regularly threaten their school,2,2018
s4505,TV Show,rake,not available,richard roxburgh matt day adrienne pickering russell dykstra danielle cormack caroline brazier geoff morrell kate box keegan joyce damien garvey,australia,10/16/2018,2018,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",while cleaver greene is a brilliant and driven attorney hes also an exdruggie a current gambling addict and loathed by many of his colleagues,5,2018
s4506,Movie,ron white if you quit listening ill shut up,tom forrest,ron white,united states,10/16/2018,2018,TV-MA,63 min,Stand-Up Comedy,ron tater salad white dishes out his signature brand of cynicism riffing on sex celebrity and the sinister habits of wild geese,63,2018
s4507,Movie,meghnadbodh rohoshyo,anik datta,barun chanda sabyasachi chakraborty,india,10/15/2018,2017,TV-MA,150 min,"Dramas, International Movies",a professor mysteriously vanishes leaving behind a host of suspects a shadowy history and a clue the anonymous birthday gift of a bengali classic,150,2018
s4508,Movie,sanju,rajkumar hirani,ranbir kapoor vicky kaushal paresh rawal sonam kapoor dia mirza jim sarbh anushka sharma manisha koirala boman irani,india,10/15/2018,2018,TV-MA,159 min,"Dramas, International Movies",from the depths of addiction to the heights of stardom to underworld entanglements this biopic traces the checkered past of indian actor sanjay dutt,159,2018
s4509,TV Show,stunt science,not available,not available,united kingdom,10/15/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",when it comes to daring stunts and outrageous pranks we often wonder what were they thinking this highoctane series tries to find some answers,1,2018
s4510,Movie,soorma,shaad ali,diljit dosanjh tapsee pannu angad bedi kulbhushan kharbanda satish kaushik vijay raaz seema kaushal mahabir bhullar alka badola kaushal jimmy moses,india,10/13/2018,2018,TV-14,131 min,"Dramas, International Movies, Sports Movies",this biopic on former indian field hockey player sandeep singh follows the athletes hardfought comeback after an accidental gunshot left him paralyzed,131,2018
s4511,Movie,apostle,gareth evans,dan stevens lucy boynton michael sheen mark lewis jones bill milner kristine froseth paul higgins richard elfyn elen rhys ross ohennessy,united kingdom united states,10/12/2018,2018,TV-MA,130 min,"Horror Movies, International Movies, Thrillers",in 1905 a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island,130,2018
s4512,TV Show,edgar rice burroughs tarzan and jane,not available,marci t house michael dobson omari newton paul dobson rebecca shoichet giles panton kathleen barr doron bell,unknown,10/12/2018,2018,TV-Y7,2 Seasons,"Crime TV Shows, Kids' TV",saved from a plane crash and given supernatural powers teen tarzan joins forces with brave city girl jane to protect his jungle home from threats,2,2018
s4513,Movie,errementari the blacksmith and the devil,paul urkijo alijo,kandido uranga uma bracaglia eneko sagardoy ramn agirre josean bengoetxea gotzon snchez jos ramn argoitia gorka aguinagalde iigo de la iglesia aitor urtzelai,spain france,10/12/2018,2018,TV-MA,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy",a brutal blacksmith tortures a demon he blames for his misery unaware a trespassing orphan is about to change everything based on basque folklore,99,2018
s4514,Movie,feminists what were they thinking,johanna demetrakas,not available,united states,10/12/2018,2018,TV-MA,86 min,"Documentaries, LGBTQ Movies",revisiting 1970s photos of women that captured a feminist awakening this film explores those womens lives and examines the continued need for change,86,2018
s4515,TV Show,fightworld,padraic mckinley,frank grillo,unknown,10/12/2018,2018,TV-MA,1 Season,Docuseries,actor and fight enthusiast frank grillo travels the world immersing himself in different fight cultures to understand their traditions and motivations,1,2018
s4516,Movie,kuntilanak,rizal mantovani,sandrinna m skornicki aurlie moeremans fero walandouw andryan bima ciara nadine brosnan ali fikry adlu fahrezy nena rosier naufal ho aqi singgih,indonesia,10/12/2018,2018,TV-14,106 min,"Horror Movies, International Movies",five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it,106,2018
s4517,Movie,remastered who shot the sheriff,kief davidson,not available,united states,10/12/2018,2018,TV-14,57 min,"Documentaries, Music & Musicals",in 1976 reggae icon bob marley survived an assassination attempt as rival political groups battled in jamaica but who exactly was responsible,57,2018
s4518,TV Show,the curious creations of christine mcconnell,not available,christine mcconnell colleen smith adam mayfield michael oosterom drew massey mick ignis tim lagasse dita von teese steven m porter elko weaver,united states,10/12/2018,2018,TV-PG,1 Season,"TV Comedies, TV Mysteries",wickedly talented baker and artist christine mcconnell fills her home with haunting confections creepy crafts  and wildly inappropriate creatures,1,2018
s4519,TV Show,the haunting of hill house,not available,michiel huisman carla gugino timothy hutton henry thomas elizabeth reaser oliver jacksoncohen kate siegel victoria pedretti lulu wilson mckenna grace paxton singleton julian hilliard violet mcgraw,united states,10/12/2018,2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",flashing between past and present a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it,1,2018
s4520,Movie,the kindergarten teacher,sara colangelo,maggie gyllenhaal parker sevak gael garca bernal michael chernus anna baryshnikov rosa salazar ajay naidu,united states israel united kingdom canada,10/12/2018,2018,R,97 min,"Dramas, Independent Movies",a devoted teacher takes interest in a young students creative potential after hearing his poetry but she soon crosses the line into obsession,97,2018
s4521,TV Show,ordinary heroes,not available,giorgio tirabassi marco bocci cristiana capotondi greta scarano michela cescon diane fleri carlo calderone claudio gio romina mondello orlando cinque luigi maria burruano riccardo scamarcio lorenza indovina ivana lotito pierfrancesco poggi marco leonardi anna ferruzzo peppino mazzotta giorgio marchesi,unknown,10/11/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",get an intimate look at four engaged citizens whose courage sense of civic duty and ultimate sacrifice helped to transform italian society,1,2018
s4522,TV Show,salt fat acid heat,not available,samin nosrat,unknown,10/11/2018,2018,TV-PG,1 Season,Docuseries,chef and food writer samin nosrat travels the world to explore four basic keys to wonderful cooking serving up feasts and helpful tips along the way,1,2018
s4523,Movie,22-Jul,paul greengrass,anders danielsen lie jon igarden jonas strand gravli ola g furuseth maria bock thorbjrn harr jaden smith,norway iceland united states,10/10/2018,2018,R,144 min,"Dramas, Thrillers",after devastating terror attacks in norway a young survivor grieving families and the country rally for justice and healing based on a true story,144,2018
s4524,TV Show,blood pact,not available,guilherme fontes ravel cabral jonathan haagensen andr ramiro adriano garib mel lisboa cristina lago,brazil,10/10/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",an ambitious tv reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the amazon port of belm brazil,1,2018
s4525,Movie,tales from the hood 2,rusty cundieff darin scott,keith david bryan batt alexandria deberry bill martin williams martin bats bradford kendrick cross jasmine akakpo kedrick brown,united states,10/10/2018,2018,R,110 min,"Cult Movies, Horror Movies, Independent Movies",buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance,110,2018
s4526,Movie,mo amer the vagabond,stan lathan,mo amer,united states,10/9/2018,2018,TV-MA,57 min,Stand-Up Comedy,arabamerican comedian mo amer recounts his life as a refugee comic from traveling with the name mohammed to his long path to citizenship,57,2018
s4527,Movie,pulang,kabir bhatia,puteri aishah remy ishak alvin wong,malaysia,10/8/2018,2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies",thom tells her grandson about his grandfather a sailor who left 61 years ago to seek his fortune and asks him to find out what happened to her spouse,119,2018
s4528,TV Show,sofia the first,not available,ariel winter darcy rose byrnes sara ramirez tim gunn coco grayson travis willingham wayne brady jess harnell meghan strange zach callison,united states,10/8/2018,2017,TV-Y,4 Seasons,Kids' TV,when her commoner mother marries the king averagegirl sofia finds that being a real princess isnt all its cracked up to be,4,2018
s4529,Movie,seven in heaven,chris eigeman,travis tope haley ramm jacinda barrett gary cole dylan everett clark backo vinson tran paulino nunes jeff clarke,united states,10/6/2018,2018,PG-13,94 min,Horror Movies,two teenagers step into a secret closet and emerge in a terrifying alternate reality they must find their way back before the door shuts forever,94,2018
s4530,TV Show,dancing queen,not available,justin alyssa edwards johnson,unknown,10/5/2018,2018,TV-14,1 Season,Reality TV,snatching trophies getting gorgeous turning it up alyssa edwards rules the dance studio by day  and the drag world by night,1,2018
s4531,TV Show,empire games,not available,jim obrien,czech republic united states,10/5/2018,2018,TV-14,1 Season,Docuseries,interviews with scholars and dramatic reenactments bring to life the origins and historymaking achievements of the worlds greatest ancient empires,1,2018
s4532,TV Show,lost song,not available,konomi suzuki yukari tamura misaki kuno chiaki takahashi seiichiro yamashita asami seto yu serizawa ai kayano tsuyoshi koyama yuto suzuki mitsuru ogata hiroshi ito,japan,10/5/2018,2018,TV-14,1 Season,"Anime Series, International TV Shows",war looms over the kingdom of neunatia where two young women are both burdened and blessed by the power of song,1,2018
s4533,Movie,malevolent,olaf de fleur,florence pugh ben lloydhughes celia imrie james cosmo scott chambers georgina bevan,united kingdom,10/5/2018,2018,TV-MA,89 min,"Horror Movies, Thrillers",a brothersister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very very real,89,2018
s4534,Movie,private life,tamara jenkins,paul giamatti kathryn hahn kayli carter molly shannon john carroll lynch denis ohare desmin borges tracee chimo siobhan fallon hogan emily robinson,united states,10/5/2018,2018,R,124 min,"Comedies, Dramas, Independent Movies",struggling to conceive a couple in their 40s are almost out of options  until a sliver of hope arrives in the form of their visiting stepniece,124,2018
s4535,Movie,super monsters save halloween,not available,elyse maloway vincent tong erin matthews andrea libman alessandro juliani nicole anthony diana kaarina ian james corlett britt mckillip kathleen barr,unknown,10/5/2018,2018,TV-Y,25 min,Children & Family Movies,the super monsters use their powers to get their neighbors in the halloween spirit then help a nervous friend see theres nothing to be afraid of,25,2018
s4536,TV Show,yg future strategy office,not available,seungri yoo byung jae lee jaijin jinu son sebin kim gaeun park choonghwan baek yeonggwang choi sindeuk,south korea,10/5/2018,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",kpop star seungri bigbangs youngest member tries to lead a team of bumbling staff at ygs future strategy office in this mockumentary sitcom,1,2018
s4537,TV Show,violet evergarden special,not available,yui ishikawa takehito koyasu daisuke namikawa aya endo kouki uchiyama minori chihara haruka tomatsu yoko hikasa,unknown,10/4/2018,2018,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",auto memory doll violet evergarden writes letters for people who cant learning about her wartorn country and her own hardened heart along the way,1,2018
s4538,Movie,the black prince,kavi raz,satinder sartaaj shabana azmi jason flemyng amanda root rup magon sophie stevens keith duffy david essex leanne joyce ranjit singh shubh,united kingdom india united states,10/3/2018,2017,PG-13,121 min,"Dramas, International Movies",after being exiled to england as a child a punjabi prince struggles to return to his homeland and his sikh faith in this historical drama,121,2018
s4539,Movie,truth or dare,nick simon,cassandra scerbo brytni sarpy mason dye harvey guillen luke baines ricardo hoyos alexxis lemire christina masterson heather langenkamp,united states,10/3/2018,2017,TV-MA,88 min,Horror Movies,a game of truth or dare among college friends on spring break turns deadly when a demon seems determined to use it to kill them all,88,2018
s4540,Movie,death race beyond anarchy,don michael paul,zach mcgowan danny glover frederick koehler danny trejo christine marzano cassie clare yennis cheung lucy aarden,united states bulgaria,10/2/2018,2017,R,111 min,Action & Adventure,an exracecar driver is sent to a barbaric prison where to get pardoned he must defeat the inmate known as frankenstein in a lethal death race,111,2018
s4541,Movie,eric ldles what about dick,eric idle aubrey powell,russell brand billy connolly tim curry eric idle eddie izzard jane leeves jim piddock tracey ullman sophie winkleman,united states,10/2/2018,2012,TV-MA,81 min,"Comedies, Music & Musicals",in a madcap stage play from monty python icon eric idle comic greats perform the decline and fall of the british empire  as told through a piano,81,2018
s4542,Movie,joe rogan strange times,anthony giordano,joe rogan,unknown,10/2/2018,2018,TV-MA,64 min,Stand-Up Comedy,outspoken as ever comedian joe rogan takes on current culture pro wrestling pot laws cats vegans and more in a standup special shot in boston,64,2018
s4543,TV Show,monty python best bits mostly,not available,hugh bonneville graham chapman john cleese terry gilliam eric idle terry jones michael palin,united kingdom,10/2/2018,2014,TV-MA,1 Season,"British TV Shows, Docuseries, TV Comedies",prominent comedians pay tribute to monty pythons best work in this fivepart series along with selected clips of sketches,1,2018
s4544,Movie,monty python conquers america,will yapp,graham chapman eric idle terry jones michael palin terry gilliam john cleese,unknown,10/2/2018,2008,TV-MA,55 min,Documentaries,follow the evolution of the british sketch comedy troupe that redefined humor and shaped an entire generation of american comics,55,2018
s4545,Movie,monty python live mostly one down five to go,eric idle,john cleese terry gilliam eric idle terry jones michael palin,united kingdom,10/2/2018,2014,TV-MA,137 min,Comedies,live from london in a soldout final show surviving members of the british comedy troupe reprise old roles and break out in irreverent song and dance,137,2018
s4546,Movie,monty python before the flying circus,will yapp,graham chapman eric idle terry jones michael palin terry gilliam john cleese,united kingdom,10/2/2018,2000,TV-MA,56 min,"Comedies, Documentaries",discover how six seemingly ordinary but supremely talented men became monty python sketch comedys revolutionary comedy troupe,56,2018
s4547,Movie,monty python live at aspen,not available,robert klein john cleese terry gilliam eric idle terry jones michael palin graham chapman eddie izzard,united states,10/2/2018,1998,TV-MA,58 min,"Comedies, Documentaries",the members of monty python reunite on stage to talk about making their iconic show that changed sketch comedy forever,58,2018
s4548,Movie,monty python live at the hollywood bowl,terry hughes ian macnaughton,graham chapman john cleese terry gilliam eric idle terry jones michael palin neil innes carol cleveland,united kingdom,10/2/2018,1982,R,80 min,Comedies,film clips and terry gilliam animations feature in this livetotape performance of greatest hits including travel agent and solo wrestling,80,2018
s4549,Movie,monty python the meaning of live,roger graef james rogan,john cleese terry gilliam eric idle terry jones michael palin mike myers graham chapman stephen hawking,united kingdom,10/2/2018,2014,TV-MA,94 min,Documentaries,from heyday to curtain call this documentary offers a rare glimpse of the legendary monty python troupe as it stages live shows after a long hiatus,94,2018
s4550,TV Show,monty pythons almost the truth,not available,graham chapman eric idle john cleese michael palin terry gilliam terry jones,united kingdom,10/2/2018,2009,TV-MA,1 Season,"British TV Shows, Docuseries",the legacy of comedy group monty python whose irreverent brand of humor has tickled the ribs of millions is explored in this documentary,1,2018
s4551,TV Show,monty pythons fliegender zirkus,not available,graham chapman john cleese eric idle terry jones michael palin connie booth,united kingdom west germany,10/2/2018,1972,TV-MA,1 Season,"International TV Shows, TV Comedies",the pythons elevate the absurd to new heights and bring their sketches to german tv working in phonetic german at times with an australian accent,1,2018
s4552,TV Show,monty pythons flying circus,not available,john cleese graham chapman terry jones eric idle michael palin terry gilliam,united kingdom,10/2/2018,1974,TV-14,4 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",the monty python players make their mark with a winning mix of wit ingenuity and brilliant timing  and a penchant for mockery and crossdressing,4,2018
s4553,Movie,monty pythons life of brian,terry jones,graham chapman john cleese terry gilliam eric idle terry jones michael palin terence bayler carol cleveland,united kingdom,10/2/2018,1979,R,94 min,"Classic Movies, Comedies, Cult Movies",born in a stable in judea brian grows up to join a group of antiroman zealots but his fate keeps getting confused with that of a certain carpenter,94,2018
s4554,TV Show,monty pythons personal best,not available,john cleese terry gilliam terry jones graham chapman michael palin eric idle,united states united kingdom,10/2/2018,2005,TV-MA,1 Season,"British TV Shows, TV Comedies",original members of the iconic monty python comedy troupe pick their alltime favorite sketches from their groundbreaking television series,1,2018
s4555,Movie,parrot sketch not included twenty years of monty python,ian macnaughton,steve martin john cleese graham chapman terry gilliam eric idle terry jones michael palin carol cleveland connie booth,united kingdom,10/2/2018,1989,TV-14,72 min,Comedies,presented by steve martin this anthology draws from flying circus and fliegender zirkus to mark the 20th anniversary of the tv series,72,2018
s4556,Movie,the meaning of monty python,albert sharpe,not available,united kingdom,10/2/2018,2013,TV-MA,60 min,Documentaries,five pythons reflect on their creative process politics television and the making of their awardwinning final film the meaning of life,60,2018
s4557,Movie,25 kille,simranjit singh hundal,guggu gill yograj singh sonia mann jimmy sharma sapna bassi lakha lakhwinder singh sandeep kaur sandy sardar sohi,india,10/1/2018,2016,TV-14,140 min,"Action & Adventure, Dramas, International Movies",four brothers learn that they have inherited ancestral land but must fight to claim it when a greedy feudal lord threatens to take it over,140,2018
s4558,Movie,a witches ball,justin g dyck,morgan neundorf karen slater loukia ioannou will ennis renee stein keith cooper paul mason lisa scenna ashley rogan,canada,10/1/2018,2017,PG,91 min,Children & Family Movies,beatrix cant wait to be inducted as a witch but an unfortunate incident threatens to take her pending title away if she doesnt act fast,91,2018
s4559,Movie,agyaat,ram gopal varma,adesh bhardwaj rasika dugal joy fernandes ravi kale ishtiyak khan priyanka kothari kali prasad mukherjee nitin reddy gautam rode howard rosemeyer,india,10/1/2018,2009,TV-14,97 min,"Horror Movies, International Movies",a film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear,97,2018
s4560,Movie,anjaan,n linguswamy,suriya samantha ruth prabhu vidyut jammwal manoj bajpayee soori,india,10/1/2018,2014,TV-14,146 min,"Action & Adventure, Dramas, International Movies",mildmannered krishna comes to mumbai to search for his gangleader brother and quickly finds himself in way over his head,146,2018
s4561,Movie,bathinda express,deep joshi,deep joshi jasmine kaur mohit bhaskar vijay s kumar prince kanwaljit singh tarlochan singh harsh sethi,india,10/1/2018,2016,TV-14,118 min,"Dramas, International Movies, Sports Movies",an ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences,118,2018
